"item_id","item","agg1","agg2","unidades_30d","ordenes","precio_prom_brl","peso_g","lado_max_cm"
"4621600363","Lote Com 30 Filmes Dvd Escolher","Música, Filmes e Seriados","Filmes Online","1","1","165","3000","32"
"4475083283","Pecadores","Música, Filmes e Seriados","Mercado Play Filmes","2576","2576","11","1005","39"
"4475083239","Interestelar","Música, Filmes e Seriados","Mercado Play Filmes","1602","1602","9","1005","39"
"4498716465","Uma Batalha Após A Outra","Música, Filmes e Seriados","Mercado Play Filmes","1080","1080","15","358","23"
"6254318352","Harry Potter E A Pedra Filosofal","Música, Filmes e Seriados","Mercado Play Filmes","1001","1001","9","195","20"
"6527073748","O Morro Dos Ventos Uivantes","Música, Filmes e Seriados","Mercado Play Filmes","935","935","38","483","32"
"6253974148","Um Filme Minecraft","Música, Filmes e Seriados","Mercado Play Filmes","734","734","11","128","25"
"6254318350","Coringa","Música, Filmes e Seriados","Mercado Play Filmes","460","460","9","309","23"
"4498496139","Como Eu Era Antes De Você","Música, Filmes e Seriados","Mercado Play Filmes","429","429","9","238","25"
"6419551584","Harry Potter E A Câmara Secreta","Música, Filmes e Seriados","Mercado Play Filmes","355","355","9","251","23"
"6254382796","King Richard: Criando Campeãs","Música, Filmes e Seriados","Mercado Play Filmes","350","350","9","145","17"
"4475122183","A Origem","Música, Filmes e Seriados","Mercado Play Filmes","313","313","9","236","23"
"6254369770","Harry Potter E O Prisionero De Askaban","Música, Filmes e Seriados","Mercado Play Filmes","296","296","9","321","23"
"6254318376","O Senhor Dos Anéis: A Sociedade Do Anel","Música, Filmes e Seriados","Mercado Play Filmes","288","288","9","25","16"
"6253923346","Constantine","Música, Filmes e Seriados","Mercado Play Filmes","262","262","9","1005","39"
"4475448991","The Matrix Resurrections","Música, Filmes e Seriados","Mercado Play Filmes","246","246","9","433","27"
"4475448945","Harry Potter E O Cálice De Fogo","Música, Filmes e Seriados","Mercado Play Filmes","237","237","9","237","20"
"4498496143","Ele Não Está Tão Afim De Você","Música, Filmes e Seriados","Mercado Play Filmes","220","220","9","137","19"
"6254356858","Harry Potter E As Reliquias Da Morte - Parte 1","Música, Filmes e Seriados","Mercado Play Filmes","206","206","9","412","38"
"6413607348","Premonição 6: Laços De Sangue","Música, Filmes e Seriados","Mercado Play Filmes","203","203","11","441","24"
"4475122233","O Senhor Dos Anéis: As Duas Torres","Música, Filmes e Seriados","Mercado Play Filmes","200","200","9","25","16"
"4510405627","A Hora Do Mal","Música, Filmes e Seriados","Mercado Play Filmes","198","198","15","273","25"
"4475122177","Harry Potter E A Ordem Da Fênix","Música, Filmes e Seriados","Mercado Play Filmes","191","191","9","529","33"
"4475109369","O Senhor Dos Anéis: O Retorno Do Rei","Música, Filmes e Seriados","Mercado Play Filmes","182","182","9","256","24"
"4475461305","Convenção Das Bruxas","Música, Filmes e Seriados","Mercado Play Filmes","181","181","9","507","28"
"4498716503","Barbie","Música, Filmes e Seriados","Mercado Play Filmes","178","178","9","362","33"
"6419740706","Duna: Parte Dois","Música, Filmes e Seriados","Mercado Play Filmes","178","178","9","936","39"
"6487563172","A Noiva Cadáver","Música, Filmes e Seriados","Mercado Play Filmes","176","176","9","563","32"
"6253961526","Liga Da Justiça","Música, Filmes e Seriados","Mercado Play Filmes","174","174","9","348","24"
"4475122235","The Matrix","Música, Filmes e Seriados","Mercado Play Filmes","172","172","9","433","27"
"6254343912","Harry Potter E O Enigma Do Principe","Música, Filmes e Seriados","Mercado Play Filmes","168","168","9","157","19"
"6254356898","Invocação Do Mal 4: O Último Ritual","Música, Filmes e Seriados","Mercado Play Filmes","163","163","15","476","20"
"6254343914","Harry Potter E As Reliquias Da Morte - Parte 2","Música, Filmes e Seriados","Mercado Play Filmes","159","159","9","397","37"
"6254369810","Esquadrão Suicida","Música, Filmes e Seriados","Mercado Play Filmes","157","157","9","309","27"
"4475096359","O Homem De Aço","Música, Filmes e Seriados","Mercado Play Filmes","145","145","9","680","26"
"6254369814","Batman: O Cavaleiro Das Trevas Ressurge","Música, Filmes e Seriados","Mercado Play Filmes","144","144","9","424","25"
"4475083233","Batman Vs Superman: A Origem Da Justiça","Música, Filmes e Seriados","Mercado Play Filmes","136","136","9","456","30"
"6253961566","Batman (2022)","Música, Filmes e Seriados","Mercado Play Filmes","126","126","9","294","25"
"6253974154","Nasce Uma Estrela","Música, Filmes e Seriados","Mercado Play Filmes","109","109","9","489","30"
"4516265521","O Esquadrão Suicida","Música, Filmes e Seriados","Mercado Play Filmes","103","103","9","839","36"
"6254318374","The Flash","Música, Filmes e Seriados","Mercado Play Filmes","102","102","9","479","31"
"6254356892","Oito Mulheres E Um Segredo","Música, Filmes e Seriados","Mercado Play Filmes","102","102","9","210","24"
"6254331118","Godzilla E Kong: O Novo Império","Música, Filmes e Seriados","Mercado Play Filmes","98","98","9","301","22"
"4475461301","Batman: O Cavaleiro Das Trevas","Música, Filmes e Seriados","Mercado Play Filmes","94","94","9","424","25"
"4498496149","Uma Prova De Amor","Música, Filmes e Seriados","Mercado Play Filmes","92","92","9","257","18"
"6254343906","Furiosa: Uma Saga Mad Max","Música, Filmes e Seriados","Mercado Play Filmes","91","91","9","362","23"
"4475461255","Jonah Hex: Caçador De Recompensas","Música, Filmes e Seriados","Mercado Play Filmes","85","85","9","390","21"
"6254356896","Tenet","Música, Filmes e Seriados","Mercado Play Filmes","84","84","9","1005","39"
"6254369756","Animais Fantásticos: Os Crimes De Grindelwald","Música, Filmes e Seriados","Mercado Play Filmes","82","82","9","263","25"
"4475109363","Megatubarão 2","Música, Filmes e Seriados","Mercado Play Filmes","82","82","9","916","26"
"4475083289","Mulher-maravilha","Música, Filmes e Seriados","Mercado Play Filmes","81","81","9","143","16"
"4475109259","Aquaman 2: O Reino Perdido","Música, Filmes e Seriados","Mercado Play Filmes","77","77","9","461","27"
"6253923340","Aves De Rapina: Arlequina E Sua Emancipação Fantabulosa","Música, Filmes e Seriados","Mercado Play Filmes","76","76","9","191","20"
"6254369760","Animais Fantásticos E Onde Habitam","Música, Filmes e Seriados","Mercado Play Filmes","73","73","9","309","31"
"6253961554","Mickey 17","Música, Filmes e Seriados","Mercado Play Filmes","66","66","11","741","34"
"6253974150","Aquaman","Música, Filmes e Seriados","Mercado Play Filmes","62","62","9","1005","39"
"6254382842","Megatubarão","Música, Filmes e Seriados","Mercado Play Filmes","62","62","9","1005","39"
"6254382788","Godzilla Vs. Kong","Música, Filmes e Seriados","Mercado Play Filmes","60","60","9","387","21"
"6254356908","Wonka","Música, Filmes e Seriados","Mercado Play Filmes","60","60","9","1005","39"
"4475109323","Animais Fantásticos: Os Segredos De Dumbledore","Música, Filmes e Seriados","Mercado Play Filmes","60","60","9","188","22"
"4510368005","V De Vingança","Música, Filmes e Seriados","Mercado Play Filmes","60","60","9","690","38"
"6254343946","Invocação Do Mal","Música, Filmes e Seriados","Mercado Play Filmes","58","58","9","134","18"
"4612933125","A Noiva!","Música, Filmes e Seriados","Mercado Play Filmes","56","56","38","563","32"
"6253961564","Scooby! O Filme","Música, Filmes e Seriados","Mercado Play Filmes","55","55","9","254","21"
"6254356906","Twisters","Música, Filmes e Seriados","Mercado Play Filmes","54","54","9","1005","39"
"6254318370","Superman: O Filme","Música, Filmes e Seriados","Mercado Play Filmes","53","53","9","271","24"
"6254369808","Pokémon: Detetive Pikachu","Música, Filmes e Seriados","Mercado Play Filmes","52","52","9","261","24"
"6254369816","Mulher-maravilha 1984","Música, Filmes e Seriados","Mercado Play Filmes","50","50","9","123","17"
"6254356842","Mulher-gato","Música, Filmes e Seriados","Mercado Play Filmes","46","46","9","291","23"
"4475122231","Space Jam: Um Novo Legado","Música, Filmes e Seriados","Mercado Play Filmes","46","46","9","505","34"
"6253974210","Batman Begins","Música, Filmes e Seriados","Mercado Play Filmes","42","42","9","266","21"
"6253974218","Elvis","Música, Filmes e Seriados","Mercado Play Filmes","41","41","9","379","24"
"4475461307","Tom & Jerry: O Filme","Música, Filmes e Seriados","Mercado Play Filmes","40","40","9","275","28"
"6254331150","Invocação Do Mal: A Ordem Do Demônio","Música, Filmes e Seriados","Mercado Play Filmes","39","39","9","254","22"
"4475109365","Jogador Nº 1","Música, Filmes e Seriados","Mercado Play Filmes","38","38","9","166","16"
"4536985333","It: Capítulo Dois","Música, Filmes e Seriados","Mercado Play Filmes","38","38","9","248","21"
"6254331108","Acompanhante Perfeita","Música, Filmes e Seriados","Mercado Play Filmes","37","37","11","2124","33"
"6253974276","Mad Max","Música, Filmes e Seriados","Mercado Play Filmes","35","35","9","253","24"
"6254356848","Blue Beetle","Música, Filmes e Seriados","Mercado Play Filmes","35","35","9","399","29"
"6254382726","The Alto Knights: Máfia E Poder","Música, Filmes e Seriados","Mercado Play Filmes","33","33","11","435","22"
"6253923390","A Freira","Música, Filmes e Seriados","Mercado Play Filmes","32","32","9","667","32"
"6253961512","Premonição","Música, Filmes e Seriados","Mercado Play Filmes","31","31","9","1005","39"
"4510353885","Superman Ii: A Aventura Continua","Música, Filmes e Seriados","Mercado Play Filmes","25","25","9","659","40"
"4475122175","Godzilla 2: Rei Dos Monstros","Música, Filmes e Seriados","Mercado Play Filmes","24","24","9","268","22"
"6253923334","Batman: O Retorno","Música, Filmes e Seriados","Mercado Play Filmes","23","23","9","170","20"
"6254382840","Superman: O Retorno","Música, Filmes e Seriados","Mercado Play Filmes","22","22","9","646","28"
"6254382786","Os Fantasmas Ainda Se Divertem: Beetlejuice, Beetlejuice","Música, Filmes e Seriados","Mercado Play Filmes","22","22","9","519","26"
"4475109329","Lanterna Verde","Música, Filmes e Seriados","Mercado Play Filmes","20","20","9","368","25"
"6254331102","Batman (1989)","Música, Filmes e Seriados","Mercado Play Filmes","14","14","9","383","24"
"4475448989","O Senhor Dos Anéis: A Guerra Dos Rohirrim","Música, Filmes e Seriados","Mercado Play Filmes","12","12","11","25","16"
"4475448987","Shazam!","Música, Filmes e Seriados","Mercado Play Filmes","12","12","9","1005","39"
"6253974274","Lego Batman: O Filme","Música, Filmes e Seriados","Mercado Play Filmes","11","11","9","254","22"
"3200489496","Hd Western Digital 1tb","Música, Filmes e Seriados","Seriados Online","48","3","80","250","20"
"5257994096","Globoplay + Bbb - 3 Meses","Música, Filmes e Seriados","Seriados Online","22","22","70","345","39"
"4347581653","O Grande Guerreiro Otomano As 5 Temporadas - Legendado","Música, Filmes e Seriados","Seriados Online","5","5","70","313","18"
"6456407050","Stargate Atlantis As 5 Temporadas - Dublado Ou Legendado","Música, Filmes e Seriados","Seriados Online","5","5","37","220","17"
"4568810871","Psych Mc As 8 Temporadas - Dublado Ou Legendado","Música, Filmes e Seriados","Seriados Online","5","5","50","155","20"
"3200489496","Lote Com 10 Hd Western Digital 1tb","Música, Filmes e Seriados","Seriados Online","2","1","1000","250","20"
"3648884043","Telas | Netflix","Música, Filmes e Seriados","Seriados Online","2","2","15","431","39"
"6236305250","Revenda Tv Online Ja Vai Com 200","Música, Filmes e Seriados","Seriados Online","2","2","50","732","30"
"4479313405","The West Wing - As 7 Temporadas - Somente Legendado","Música, Filmes e Seriados","Seriados Online","2","2","50","315","23"
"6556986242","Psi - As 4 Temporada - Dublado","Música, Filmes e Seriados","Seriados Online","2","2","50","284","21"
"4308711883","Grimm: Contos De Terror / A Série Completa","Música, Filmes e Seriados","Seriados Online","2","2","102","296","18"
"3586528737","Série  Bones  De 1 Á 12. Temporadas  Envio Digital","Música, Filmes e Seriados","Seriados Online","1","1","15","286","19"
"4655514466","Série  Magnum P.i  De 1 Á 5 Temporadas Envio Digital","Música, Filmes e Seriados","Seriados Online","1","1","15","974","23"
"4023672485","Doctor Who As 14 Temporadas Dublado Ou Legendado","Música, Filmes e Seriados","Seriados Online","1","1","50","203","21"
"5369010782","Chaves Em Desenho Animado - Série Completa","Música, Filmes e Seriados","Seriados Online","1","1","59","404","39"
"4067143721","Everwood As 4 Temporadas - Legendado","Música, Filmes e Seriados","Seriados Online","1","1","40","447","30"
"4123584339","Blue Bloods   As 14 Temporadas Dublado Ou Legendado","Música, Filmes e Seriados","Seriados Online","1","1","60","272","30"
"5522502462","Edição De Amanhã (early Edition) - Completo","Música, Filmes e Seriados","Seriados Online","1","1","20","276","29"
"4175084519","Kurulu Osman As 5 Temporadas - Legendado","Música, Filmes e Seriados","Seriados Online","1","1","80","362","25"
"4190797261","Grand Hotel As 3 Temporadas - Dublado Ou Legendad","Música, Filmes e Seriados","Seriados Online","1","1","60","732","33"
"5716130542","Good Witch As 7 Temporadas + 7 Filmes Legendado","Música, Filmes e Seriados","Seriados Online","1","1","60","599","29"
"5825304734","Tarzan, Colorizado, J. Weissmuller, Dvds, Dub/leg","Música, Filmes e Seriados","Seriados Online","1","1","160","281","21"
"4334091521","The Magicians - As 5 Temporadas - Dublado Ou Legendado","Música, Filmes e Seriados","Seriados Online","1","1","50","233","17"
"4394510715","Kurulus Orhan - (legendado) - Leia A Descrição","Música, Filmes e Seriados","Seriados Online","1","1","79","403","28"
"4548239653","Family Guy   As 21 Temporadas Dublado","Música, Filmes e Seriados","Seriados Online","1","1","150","254","20"
"4559333273","Parks And Recreation; Coleção Completa!","Música, Filmes e Seriados","Seriados Online","1","1","35","1202","37"
"6500953210","Outlander As 7 Temporadas - Dublado Ou Legenda","Música, Filmes e Seriados","Seriados Online","1","1","60","241","18"
"6556175472","Streamly Assinatura De Tv","Música, Filmes e Seriados","Seriados Online","1","1","25","253","27"
"6540433410","O Tempo Entre Costuras 1a Temporada - Somente Legendado","Música, Filmes e Seriados","Seriados Online","1","1","25","400","23"
"6539911908","The Big Bang 10 Temp","Música, Filmes e Seriados","Seriados Online","1","1","40","239","21"
"4600736341","Resurrection Ertugrul Dirilis    As 5 Temporadas Legendado","Música, Filmes e Seriados","Seriados Online","1","1","170","360","20"
"5677194450","Dvd Capitu - Minissérie Completa (luiz Fernando Carvalho)","Música, Filmes e Seriados","Seriados Online","1","1","75","158","21"
"4149070187","Lp Vinil Zeze Di Camargo E Lucoano 1994 Espanhol Vg+","Música, Filmes e Seriados","Seriados Online","1","1","130","444","34"
"6292430516","Item De Coleção De Anime Faça Do Nanami","Música, Filmes e Seriados","Seriados Online","1","1","150","439","20"
"5003045706","Lp Folia 25 Sucessos Do Carnaval Vol.3 Ler Mais","Música, Filmes e Seriados","Seriados Online","1","1","18","114","18"
"5376415914","Duro Na Queda - Seriado, 1981 *ler Anúncio","Música, Filmes e Seriados","Seriados Online","1","1","39","134","20"
"6438011652","Acesso Premium Digital - Canais, Filmes E Séries 4k","Música, Filmes e Seriados","Seriados Online","1","1","160","592","20"
"4641140509","That 70s Show As 8 Temporadas - Dublado Ou Legendado","Música, Filmes e Seriados","Seriados Online","1","1","50","258","16"
"6555150174","Filme Dvd Remo. Desarmado E Perigoso.","Música, Filmes e Seriados","Seriados Online","1","1","69","200","18"
"5002589472","Lp Novela Carrossel (1991) Ler Mais","Música, Filmes e Seriados","Seriados Online","1","1","18","159","16"
"5486108114","Coleção Dvds O Melhor Do Ballet - 30 Dvds !!!","Música, Filmes e Seriados","Seriados Online","1","1","430","2008","34"
"6093782992","Bluray O Segredo De Brokeback Mountain","Música, Filmes e Seriados","Seriados Online","1","1","80","165","20"
"4643798747","Lote Coleção Filmes Dvd Terror Suspense Clássicos","Música, Filmes e Seriados","Seriados Online","1","1","110","368","26"
"6709759800","Buck Rogers, Série Completa, 1a E 2a Temporadas, Dub/leg, Dv","Música, Filmes e Seriados","Seriados Online","1","1","170","888","22"
"5579918640","E-book Redação Enem Estruturas Vestibular Concurso","Música, Filmes e Seriados","Seriados Online","1","1","70","1103","27"
"4655558739","Parks And Recreation- Coleção Completa (envio Digital)","Música, Filmes e Seriados","Seriados Online","1","1","35","1152","39"
"4485071449","Star Trek Série Animada - Box Dvd","Música, Filmes e Seriados","Seriados Online","1","1","54","207","21"
"3818819107","Lp  The Fevers Ninguém Vai Acreditar 1972","Música, Filmes e Seriados","Seriados Online","1","1","30","166","19"
"4063698511","Coleção  Cavaleiros Do Zodíaco - Sagas + 5 Filmes","Música, Filmes e Seriados","Seriados Online","1","1","180","582","24"
"5605048764","Dvd Hunter X Hunter 3 Discos (vols. 1, 2 E 3) Original","Música, Filmes e Seriados","Seriados Online","1","1","48","154","21"
"4627484895","Caixa De Música Diy Com Manivela Com Furador E Fitas De","Música, Filmes e Seriados","Vídeos de Receitas e DIY","1","1","148","399","18"
